0.153809|622
0.483398|628
1.17004|624
1.49963|620
2.18628|618
2.57629|610
2.91687|606
3.24646|606
3.54309|616
3.87268|628
4.21875|630
4.55933|626
4.88892|622
5.22949|622
5.57556|622
5.90515|620
6.24573|620
6.5918|620
6.93237|622
7.26196|622
7.60803|622
7.94861|624
8.2782|622
8.62427|624
8.96484|624
9.29443|624
9.6405|626
9.98108|626
10.3271|626
10.6512|626
10.9973|626
11.3434|626
11.6675|628
12.0135|628
12.3541|628
12.6837|628
13.0298|630
13.3704|630
13.7|630
13.9966|632
14.3262|634
14.6667|634
15.0128|634
15.3424|636
15.683|636
16.0291|636
16.3586|638
16.6992|640
17.0453|640
17.3859|642
17.7155|642
18.0615|642
18.4021|644
18.7317|646
19.0778|646
19.3579|648
19.6985|648
21.0443|499
21.3904|499
21.731|498
22.0605|498
22.4011|499
22.7472|500
23.0273|502
23.3569|505
24.3732|511
24.7137|674
25.0598|678
25.4059|682
25.686|690
29.4983|336
29.7949|337
30.1245|339
30.4651|340
30.7452|342
31.0913|342
31.4209|343
31.7615|344
32.1075|344
32.4371|346
32.7173|350
34.7168|736
35.0464|738
35.387|742
35.733|744
36.6833|746
37.3096|656
37.6392|650
38.0457|644
38.3698|638
38.7158|634
39.1058|626
39.4519|622
39.776|616
40.1825|610
40.5121|604
40.9186|598
41.2482|594
41.5887|590
41.9843|584
42.3248|580
42.6709|576
43.0609|570
43.3905|566
43.7311|560
44.1211|558
44.4672|554
44.8077|550
45.1978|546
45.5438|542
45.8734|538
46.2799|534
46.604|530
46.9501|526
47.3401|522
47.6862|514
48.0762|508
48.4662|501
48.8123|494
49.1528|494
49.7626|512
50.1086|510
50.4492|506
50.8392|500
51.1853|493
51.5753|487
51.9214|483
52.3114|479
52.6355|476
52.9816|474
53.3716|472
53.7177|470
54.0582|467
54.3878|464
54.7943|462
55.1239|459
55.4645|457
55.8545|455
56.2006|453
56.5466|451
56.8707|449
57.2772|446
57.6068|444
57.9529|442
58.2935|440
58.6835|437
59.0131|436
59.3591|434
59.6997|433
60.0897|431
60.4358|429
60.7654|427
61.106|425
61.496|423
61.842|422
62.1826|420
62.5122|418
62.8583|417
63.2483|416
63.5889|414
63.9349|413
64.2645|411
64.6051|410
64.9951|408
65.3412|407
65.6708|405
66.0114|404
66.4014|403
66.7474|402
67.0935|400
67.4176|399
67.7637|398
68.1537|396
68.4998|395
68.8403|394
69.1699|393
69.5105|393
69.8566|396
70.1367|399
70.7465|406
72.4493|582
72.7954|576
73.136|574
73.4656|572
73.8116|572
74.2017|570
74.5422|566
74.8718|564
75.2179|560
75.6079|558
75.9485|558
76.2946|554
76.6241|552
76.9647|550
77.3108|552
77.6404|554
77.981|556
78.327|552
78.6511|554
78.9368|560
79.3433|558
79.6674|556
80.0134|556
80.354|556
80.6836|556
81.0297|556
81.3702|556
81.6998|554
82.0459|554
82.3865|554
82.7161|554
83.0621|554
83.4027|554
83.7323|554
84.0729|554
84.4189|554
84.7485|556
85.0891|558
85.3748|560
86.0614|568
87.2479|1078
87.5775|1076
87.9181|1076
88.2477|1076
88.5938|1076
88.9343|1076
89.2639|1074
89.6045|1074
89.9341|1076
90.2802|1074
90.6207|1074
90.9503|1074
91.2964|1072
91.6205|1072
91.9666|1072
92.3071|1072
92.6367|1072
92.9828|1074
93.3124|1072
93.653|1072
93.999|1074
94.3231|1074
94.6692|1072
94.9988|1074
95.3394|1074
95.6854|1076
96.015|1076
96.3556|1076
96.6852|1076
97.0312|1076
97.3718|1076
97.7014|1078
98.042|1080
98.3716|1078
98.7177|1080
99.0582|1080
99.3878|1080
99.7339|1082
100.058|1082
100.404|1082
100.745|1084
101.074|1084
101.42|1086
102.09|1088
102.761|848
103.156|836
103.497|824
103.843|822
104.167|824
104.513|826
105.529|828
106.979|496
107.309|495
107.655|495
107.996|493
108.325|493
108.671|495
108.995|495
109.341|496
109.688|497
110.638|504
112.89|526
113.231|528
113.56|532
113.906|534
114.186|538
114.51|540
114.857|542
115.203|544
115.483|548
115.812|552
116.153|556
116.433|560
117.449|564
126.057|1514
126.387|1520
126.733|1526
127.073|1530
127.403|1532
127.683|1538
128.029|1540
128.359|1544
128.699|1550
129.045|1554
129.375|1560
129.716|1568
130.045|1578
130.386|1578
131.061|1578
131.792|2412
132.138|2392
132.468|2372
132.808|2360
133.138|2344
133.484|2328
133.824|2312
134.154|2300
134.495|2280
134.824|2264
135.17|2252
135.511|2236
135.901|2224
136.23|2212
136.577|2196
136.917|2184
137.247|2172
137.593|2156
137.917|2144
138.263|2132
138.609|2116
138.933|2104
139.279|2096
139.609|2088
139.949|2076
140.279|2064
140.625|2050
141.015|2040
141.356|2034
142.031|2008
150.359|2384
150.683|2372
151.029|2360
151.37|2360
151.699|2344
152.045|2304
152.386|2292
152.715|2272
153.062|2244
153.452|2228
153.792|2220
154.122|2208
154.468|2200
154.808|2196
155.138|2188
155.484|2184
155.808|2180
156.154|2176
156.495|2168
156.824|2164
157.17|2156
157.511|2152
157.841|2140
158.187|2132
158.511|2128
158.857|2124
159.203|2120
159.527|2116
159.873|2112
160.214|2104
160.543|2100
160.889|2096
161.213|2092
161.559|2080
161.906|2076
162.23|2076
162.576|2068
163.246|2060
163.636|1956
163.982|1960
164.328|1958
164.652|1952
164.998|1950
165.339|1946
165.668|1944
166.014|1944
166.339|1940
166.685|1936
167.031|1934
167.355|1932
167.701|1930
168.047|1926
168.371|1928
168.717|1938
169.047|1950
169.387|1964
169.733|1976
170.057|1988
170.403|1994
170.75|1994
171.074|1994
171.42|1990
171.749|1988
172.09|1988
172.436|1986
172.766|1984
173.106|1980
173.452|1980
173.776|1976
174.122|1976
174.452|1974
174.792|1972
175.139|1972
175.468|1970
175.809|1970
176.155|1968
176.484|1966
176.825|1966
177.155|1964
177.495|1962
177.841|1962
178.171|1962
178.511|1962
178.857|1962
179.187|1960
179.528|1958
179.857|1956
180.198|1954
180.544|1958
180.873|1960
181.214|1962
181.56|1958
181.89|1958
182.23|1962
182.56|1976
182.906|2008
183.186|2052
183.527|2104
183.856|2148
184.482|2272
184.823|2304
185.153|2312
185.499|2308
185.839|2320
186.169|2324
186.515|2332
186.855|2332
187.185|2332
187.531|2336
187.872|2336
188.201|2328
188.542|2328
188.888|2332
189.218|2336
189.558|2352
189.888|2364
190.234|2376
190.574|2376
193.733|1894
194.293|2324
194.639|2324
194.963|2328
195.309|2336
195.639|2340
195.98|2340
196.326|2344
196.655|2348
196.996|2352
197.342|2356
197.672|2400
199.138|1954
199.484|1954
199.808|1968
200.154|1976
200.495|1986
200.825|2006
201.171|2024
201.511|2034
201.841|2046
202.121|2060
202.467|2072
202.808|2088
203.137|2104
203.483|2124
203.824|2144
204.824|2160
205.84|2196
206.12|2240
206.466|2264
206.812|2292
207.136|2320
207.482|2340
207.823|2360
208.152|2380
208.499|2400
208.839|2424
209.169|2448
209.449|2476
209.795|2504
210.135|2528
210.465|2548
210.811|2568
211.827|2600
212.168|2636
213.278|1414
213.624|1402
214.294|1388
214.98|1374
215.37|1360
215.717|1346
216.046|1334
216.387|1322
216.733|1312
217.062|1302
217.463|1290
217.793|1278
218.139|1266
218.48|1254
218.826|1242
219.155|1232
219.545|1222
219.886|1216
220.232|1204
220.578|1192
220.902|1184
221.248|1174
221.638|1164
221.984|1158
222.325|1150
222.654|1142
222.995|1134
223.341|1126
223.731|1116
224.077|1106
224.401|1100
224.747|1092
225.093|1086
225.417|1070
225.824|1052
226.154|1048
226.5|1040
226.84|1034
227.17|1026
227.576|1022
227.906|1016
228.246|1006
228.593|1000
228.917|994
229.933|988
230.339|980
230.669|966
231.015|952
232.701|982
233.042|972
233.388|962
233.734|952
234.124|942
234.465|934
234.794|928
235.14|922
235.481|918
235.811|912
236.217|908
236.547|904
236.887|900
237.233|896
237.557|892
237.903|890
238.25|886
238.574|882
238.98|878
239.31|876
239.656|872
239.996|868
240.326|864
240.667|860
241.013|858
241.342|854
241.683|852
242.029|850
242.419|846
242.765|842
243.089|840
243.435|838
243.781|834
244.122|832
244.451|828
244.792|826
245.138|824
245.468|822
245.808|820
246.198|816
246.544|814
246.89|812
247.214|810
247.56|806
247.901|804
248.231|804
248.577|800
248.917|798
249.263|796
249.593|794
249.999|792
250.34|790
250.67|788
251.016|784
251.356|782
251.702|782
252.026|772
252.433|766
252.762|764
253.109|762
253.449|760
253.795|760
254.125|758
254.465|756
254.811|754
255.152|752
255.482|752
255.828|750
256.168|748
256.514|746
256.904|744
257.245|744
257.574|744
257.921|742
258.261|740
258.607|740
258.937|738
259.277|732
259.904|750
260.25|746
260.59|746
260.92|746
261.326|744
261.656|742
261.996|742
262.343|742
262.683|742
263.013|740
263.359|740
263.699|738
264.045|738
264.375|736
264.716|736
265.062|736
265.402|734
265.732|734
266.078|734
266.418|734
266.765|734
267.089|734
267.435|732
267.781|732
268.121|732
268.451|732
268.792|732
269.138|732
269.484|730
269.808|730
270.154|730
270.5|730
270.84|730
271.17|730
271.511|730
271.857|728
272.203|728
272.527|728
272.873|730
273.214|730
273.56|730
273.889|730
274.23|730
274.576|732
274.922|730
275.246|730
275.592|730
275.933|732
276.279|732
276.608|732
276.949|730
277.295|730
277.635|732
277.965|734
278.311|734
278.652|734
278.998|734
279.327|736
279.668|736
280.014|738
280.355|738
280.684|738
281.03|738
281.371|738
281.717|738
282.047|740
282.387|740
282.733|742
283.074|742
283.403|744
283.683|746
284.03|746
284.37|746
284.716|748
285.046|748
285.386|748
285.732|750
286.073|752
286.403|752
286.749|754
287.089|754
287.419|756
287.765|756
288.105|758
288.452|760
288.781|760
289.122|762
289.468|764
290.484|760
290.825|756
291.154|758
291.495|758
291.841|760
292.187|762
292.511|762
292.857|766
293.203|768
293.483|770
293.824|772
294.153|784
294.5|792
294.84|786
295.186|774
295.576|766
295.917|762
296.246|762
296.592|764
296.933|764
297.609|768
298.405|878
298.685|880
299.026|884
299.372|886
299.702|892
300.042|894
300.388|896
300.734|896
301.058|894
301.404|898
301.745|906
302.091|902
302.421|898
302.761|910
303.047|916
303.387|916
303.734|916
304.464|910
305.354|652
305.7|654
306.046|658
307.167|626
307.513|630
308.139|638
309.435|974
310.062|1010
310.402|1006
310.748|998
311.078|990
311.484|982
311.825|974
312.155|968
312.495|962
312.841|956
313.187|948
313.577|942
313.918|936
315.044|720
315.39|718
315.731|714
316.06|716
317.093|718
317.433|878
317.78|872
318.109|868
318.45|864
318.796|858
319.136|852
319.466|848
319.872|842
320.219|836
320.543|834
320.889|828
321.229|824
321.575|820
321.965|816
322.311|812
322.652|808
322.982|804
323.328|800
323.668|798
324.058|792
324.404|788
324.745|784
325.091|780
325.421|776
325.761|774
326.107|770
326.497|768
326.843|764
327.184|758
327.53|756
327.854|754
328.2|746
328.607|740
328.936|734
329.277|724
329.683|720
330.249|750
330.59|750
330.98|742
331.326|734
331.672|730
331.996|724
332.402|718
332.748|714
333.078|712
333.419|708
333.765|708
334.105|704
334.495|702
334.841|700
335.187|698
335.511|696
335.858|694
336.198|692
336.544|690
336.89|688
337.214|686
337.56|684
337.95|682
338.297|680
338.637|678
338.983|676
339.324|674
339.653|674
339.999|672
340.34|670
340.686|668
341.027|666
341.417|664
341.763|664
342.092|662
342.433|660
342.779|660
343.125|656
343.466|656
343.795|656
344.136|654
344.482|652
344.828|650
345.152|650
345.498|648
345.839|648
346.234|646
346.575|644
346.921|644
347.245|644
347.591|642
347.937|640
348.278|640
348.607|638
348.948|638
349.294|638
349.64|636
349.964|636
350.31|634
350.98|634
353.073|630
353.419|628
353.765|628
354.045|626
354.386|626
354.716|624
355.062|624
355.402|624
355.748|624
356.078|624
356.418|624
356.765|622
357.089|622
357.435|622
357.781|622
358.105|624
358.451|622
358.792|620
359.138|620
359.467|622
359.808|622
